id,establishment_name,category,system_of_medicine,address,district,certificate_number,certificate_validity,latitude,longitude,email,phone,num_beds,land_area_sqft,building_area_sqft,page_number
355,AYSHA HEALTH CENTRE,Clinic/Polyclinic Only Consultation,Allopathy,"# 29, 3rd CROSS, ST FRAZER STREET, RASHADNAGAR, ARABIC COLLEGE MAIN ROAD, BANGALORE-560045",BANGALORE,BLU01569ALCOC,28 Feb 2026,13.17,77.37,ayshahealth@gmail.com,9845306946,0,Buliding Area(sq.ft):,,3
356,SANJEEVINI HOSPITAL,Hospital (Level 1A),Allopathy,"NO SIC AND SID, S NIJALINGAPPA EXTENSION , NEAR RING ROAD, DAVANAGERE",DAVANAGERE,DVG00201ALH1A,23 Aug 2026,14.46,75.92,gmgmanjulam@gmail.com,9164566612,50,12000,0,2
357,Mudalgi Eye Hospital,Hospital (Level 1A),Allopathy,Laxmi Nagar Mudalgi. Tq.Gokak Dt.Belagavi,BELAGAVI,BLG00118ALH1A,07 Feb 2026,16.3381,74.9625,mudalgieye1975@gmail.com,9900887436,9,1200,785,5
358,GANESH NURSING & MATERNITY HOME,Clinic/Polyclinic with Observation,Allopathy,"KRC FORT ROAD, GANESH COMPLEX, KANAKAPURA-562117.",,RMG00074ALCWO,04 May 2027,12.545777,77.424170,sanandganesh2020@gmail.com,9900001175,0,2200,1750,3
359,MEDIRAD DIAGNOSTICS A UNIT OF BJN HEALTHCARE SERVICES PVT LTD,Clinic/Polyclinic with Diagnostic Support,Allopathy,"#3, NARAYANAPPA GRADEN, WHITEFIELD MAIN ROAD, BANGALORE-560066",BANGALORE,BLU11503ALCDS,24 Jun 2030,12.96,77.75,Phone:,7760098899,0,Buliding Area(sq.ft):,,5
360,Dr. Lal Pathlabs Limited,Medical Diagnostic Laboratory,Allopathy,"#33/81, 2nd floor, College road, Belagavi , 590001",BELAGAVI,BLG00311ALMDL,25 Jul 2026,15.86,74.505,ggfinancials1@gmail.com,8853449333,0,Buliding Area(sq.ft):,,2
361,DMS FAMILY DENTAL CLINIC,Dental Lab or Clinic,Allopathy,"49, METAGALLI MAIN ROAD, NEAR SOWMYA MEDICALS MYSORE - 570043",MYSORE,MYS00086ALDEN,15 Apr 2026,12.35,76.63,chandrakalah78@gmail.com,9448790229,0,Buliding Area(sq.ft):,,3
362,THE GENESIS WOMEN AND CHILD HEALTH CARE,Clinic/Polyclinic with Diagnostic Support,Allopathy,"No. 490, Vajrakaya, Next To Sampigehalli Police Station, Hegde Nagar, Thanisandra Main Road, Bangalore - 560077.",BANGALORE,BLU12390ALCDS,23 Oct 2030,13.07826,77.57341,Phone:,9886745928,0,Buliding Area(sq.ft):,,5
363,Manthale Dental Clinic,Dental Lab or Clinic,Allopathy,Main road Haralayya circle,,BDR00134ALDEN,12 Jun 2027,17.8626631,76.9482791,manthale.ramesh44@gmail.com,9035557001,0,250,300,2
364,ASHVIK DIAGNOSTIC AND ORTHO CLINIC,Clinic/Polyclinic with Diagnostic Support,Allopathy,"Ward-32, Hosamane 1st Cross, 1st Main Road, Shimoga.",,SMG00052ALCDS,09 Jun 2026,13.937334,75.567413,drvijayalakshmi.n@gmail.com,8277287986,0,Buliding Area(sq.ft):,,3
365,PRUTHVI CLINIC,Clinic/Polyclinic Only Consultation,Allopathy,"OPPOSITE BUS STAND RAMABHAI NAGARA,MYSORE SOUTH 570008",MYSORE,MYS00549ALCOC,12 Jun 2027,12.30835,76.6677,drpruthvigm@gmail.com,9480527464,0,200,200,5
366,St.Marys Hospital,Hospital (Level 1A),Allopathy,GONIKOPPA ROAD,,MYS00141ALH1A,20 Sep 2026,12.32686,76.09834,stmaryshospitalppatna@gmail.com,9844940439,30,121968,10886,2
367,MORE CHILDRENS HOSPITAL,Hospital (Level 2),Allopathy,"Sharan Nagar, Near a Hotel, Brahmpur, Kalaburagi",KALABURAGI,GLB00292ALHL2,05 Aug 2026,17.3332850,76.8289530,Phone:,9449826512,30,Buliding Area(sq.ft):,,3
368,baliga clinic,Clinic/Polyclinic Only Consultation,Allopathy,main road bantwal,,DKA01059ALCOC,12 Jun 2027,12.890134,75.040354,SURYABBALIGA@GMAIL.COM,9902339530,0,100,,5
369,NAGURI MEDICARE LABORATORY,Medical Diagnostic Laboratory,Allopathy,"CHIRAG BALLAL SANIL PLAZA, SHOP NO.8, NAGORI, MANGALORE",MANGALORE,DKA00668ALMDL,15 Mar 2027,12.870369,74.877727,nagurimedicare21@gmail.com,9900491409,0,Buliding Area(sq.ft):,207,2
370,ACCULABS,Medical Diagnostic Laboratory,Allopathy,"#121,1st Floor,2nd Phase,2nd Stage,West Of Chord,Mahalakshmi Layout,Bangalore-560086",BANGALORE,BLU02141ALMDL,03 Aug 2026,13.0146,77.5514,manasa.hp08@gmail.com,8971888555,0,2000,8000,3
371,RAVI EYE CLINIC,Clinic/Polyclinic Only Consultation,Allopathy,"No. 19, Ground Floor, Jakkur Main road, Opposite Sobha Windfall Apartment, Amruthahalli",,BLU05409ALCOC,06 Sep 2028,13.0694,77.6016,raviaiims2@gmail.com,9953496610,0,284,,5
372,SRL LIMITED,Medical Diagnostic Laboratory,Allopathy,"#275,/19, Corporation Division, No.60, 37th ‘B’ Cross,28th Main Road, Jayanagar 9th Block, Bangalore - 560061",BANGALORE,BLU01899ALMDL,05 May 2026,12.9308,77.5838,ranjith.sequeira@srl.in,9663299962,0,Buliding Area(sq.ft):,,2
373,Shree veerbhadreshwar clinic,Clinic/Polyclinic Only Consultation,Homeopathy,"Shree veerbhadreshwar clinic, At post - Rajeshwar",,BDR00154HOCOC,12 Jun 2027,17.7943,77.0421,reddydr.praveen@gmail.com,9482015632,0,Buliding Area(sq.ft):,,3
374,SUSHRUTHA ORTHO CLINIC,Clinic/Polyclinic Only Consultation,Allopathy,SITHEGOWDA BUILDING KEB CIRCLE BEHIND NALAPAKA HOTEL,,BLR00120ALCOC,15 Jan 2027,13.0727498,77.7845666,balakrishna_333@rediffmail.com,9902359007,0,2400,600,5
375,SRL LIMITED,Medical Diagnostic Laboratory,Allopathy,"#10, New No.32, 59th Cross, 3rd Block, Rajajinagar, Bangalore - 560010",BANGALORE,BLU01897ALMDL,05 May 2026,12.9982,77.5530,ranjith.sequeira@srl.in,9663299962,0,Buliding Area(sq.ft):,,2
376,VAISHNAVI CLINIC,Clinic/Polyclinic with Dispensary,Ayurveda,"Near Vijaya Bank, Anavatti Raod, Thogarsi, Shikaripura Taluk",,SMG00083AYCWD,23 Nov 2026,14.453719,75.209108,laxmi4048lk@gmail.com,9740485058,0,Buliding Area(sq.ft):,,3
377,DR.Y.P.VITTAL ENT CLINIC,Clinic/Polyclinic Only Consultation,Allopathy,"140, KALAMMA STREET, BALLARI",BALLARI,BEL00197ALCOC,28 May 2026,15.140734,76.926159,Phone:,9448077112,0,1477,1477,2
378,MAAX HOSPITAL,Hospital (Level 2),Allopathy,"Near Kamat petrol Bunk, N.T. Road, Shimoga",,SMG00045ALHL2,03 May 2026,13.55.47,75.34.51,narudvg@gmail.com,8884575555,100,Buliding Area(sq.ft):,,5
379,DIVYA SAI CLINIC,Clinic/Polyclinic Only Consultation,Allopathy,"HAMSANDRA,GUDIBANDE TALUK CHIKKABALLAPUR DIST",,CBR00088ALCOC,20 May 2027,13.006752,77.561737,chagantireddy1997@gmail.com,9739395917,0,Buliding Area(sq.ft):,,3
380,SKANDA HEALTH CARE,Clinic/Polyclinic with Diagnostic Support,Allopathy,"NO.297, CAUVERY KRUPA ,15TH CROSS,100 FEET RING ROAD,15TH MAIN , J P NAGAR 5TH PHASE ,BENGALORE-560078",,BLU01872ALCDS,30 Apr 2026,12.90,77.58,dramulyar@gmail.com,9902567306,0,Buliding Area(sq.ft):,,2
381,IPSC INDIA INTERVENTION PAIN AND SPINE CENTRE BANGALORE,Clinic/Polyclinic with Diagnostic Support,Allopathy,"No.11 And 12, Sahakar Nagar, Ballery Road, Bangalore - 560092",BANGALORE,BLU02034ALCDS,27 Jun 2026,13.06,77.58,swati.b@ipscindia.com,9791812076,0,Buliding Area(sq.ft):,,3
382,SRI MARUTHI NETHRALAYA A UNIT OF NAYANADHAMA HOSPITALS LLP,Hospital (Level 2),Allopathy,"NO 18,17TH CROSS MRCR SERVICE ROAD,NEAR MARUTHI TEMPLE,VIJAYANAGAR,BANGALORE 560040",BANGALORE,BLU01979ALHL2,03 Jun 2026,12.97,77.53,Phone:,0,6,Buliding Area(sq.ft):,,2
383,SPV CLINIC,Clinic/Polyclinic Only Consultation,Allopathy,GANESHA COMPLEX BANDALLI ROAD HANUR,,CNR00024ALCOC,27 Dec 2026,12.089081,77.303100,prakashn343@gmail.com,9886200343,0,Buliding Area(sq.ft):,,5
384,TUNGE DIAGNOSTIC CENTRE PVT LTD,Diagnostic Imaging Centre,Allopathy,"Mpl No.1-10-56/8 Uday Nagar, Station Road, Raichur",RAICHUR,RCR00087ALDIC,28 Jun 2027,16.22,77.35,bagnal.bharathi@yahoo.in,9008437962,0,Buliding Area(sq.ft):,,3
385,LIFE CARE CLINIC AND DIAGNOSTIC LABORATORY,Clinic/Polyclinic with Diagnostic Support,Allopathy,"NO.36/1, 11TH MAIN, MANJUNATHANAGAR, ITTAMADU, B.S.K. 3RD STAGE, BANGALORE-560085.",BANGALORE,BLU02997ALCDS,06 Feb 2027,12.9345,77.5435,bhagyasrlab71@gmail.com,9448117936,0,Buliding Area(sq.ft):,,2
386,SHASTRA HOSPITAL,Hospital (Level 1A),Allopathy,"No.52/2, Huskur Gate, Electronic City Post, Hosur Main Road, Bangalore - 560100",BANGALORE,BLU00635ALH1A,06 Sep 2025,12.84435,77.66551,Shastrahospital@gmail.com,8971241946,25,Buliding Area(sq.ft):,,5
387,Devi Krupa Clinic,Clinic/Polyclinic Only Consultation,Ayurveda,"Near SBI bank, Rajeshwar.",,BDR00137AYCOC,12 Jun 2027,17.7943,77.0421,Devisingh.dbs244@gmail.com,9900703814,0,Buliding Area(sq.ft):,,3
388,NISARGA CLINIC,Clinic/Polyclinic with Dispensary,Ayurveda,"opp. SVV english medium school Herady, Barkur Udupi district",UDUPI,UDP00234AYCWD,29 Jul 2026,13.4798479,74.7645201,Phone:,9880722310,0,Buliding Area(sq.ft):,,2
389,Totalkare Knee And Sports Injurys Clinic,Clinic/Polyclinic with Diagnostic Support,Allopathy,"56, Nehru Road, Kacharakanahalli",,BLU01739ALCDS,31 Mar 2026,13.00,77.62,orthocarevgr@ymail.com,9880059695,0,1100,900,5
390,SERA JHE HEALTH CARE COMMITTEE,Clinic/Polyclinic with Observation,Allopathy,"P O BYLAKUPPE - 571104, PIRIYAPATNA TALUK, MYSURU DISTRICT",MYSURU,MYS00157ALCWO,20 Sep 2026,12.40,75.98,Phone:,961164368,0,Buliding Area(sq.ft):,,3
391,Ragavendra Clinic,Clinic/Polyclinic Only Consultation,Allopathy,"Hampapura, H.D.Kote Taluk.",,MYS00159ALCOC,24 Oct 2026,11.99,76.40,srinivas@gmail.com,9901611441,0,Buliding Area(sq.ft):,,2
392,SHANTI AYURVEDA GENERAL CLINIC,Clinic/Polyclinic with Dispensary,Ayurveda,"Chandavarkar Compound, Naer Syndicate Bank, Bazar Road, Honnavar, U.K District.",,UKA00062AYCWD,27 Oct 2026,14.2823074,74.4450519,ranganathpujari46@gmail.com,9449368446,0,680,320,1
393,Dhanvantari Clinic,Clinic/Polyclinic with Dispensary,Ayurveda,Asra Complex koornadka Puttur,,DKA00192AYCWD,06 Jan 2026,12.7530542,75.2195344,akshathavinay03@gmail.com,9449216669,0,312,312,5
394,SURAKSHAA HOSPITAL. A Unit of Surakshaa Healthcare and Diagnostics Pvt Ltd,Hospital (Level 1A),Allopathy,"#2960/A, Lakshmaiah Garden, Vidyasagar Cross, Thanisandra Main Road, Dr. SRK Nagar, Bangalore",BANGALORE,BLU02071ALH1A,08 Jul 2026,13.0556,77.6356,drswatismagari@gmail.com,9008314322,25,Buliding Area(sq.ft):,,3
395,SRI MANJUNATHA NETHRALYA,Clinic/Polyclinic with Observation,Allopathy,"RNS COMPLEX, 1ST FLORR, OPP. BHARATH PETROL BUNK, TC PALYA MAIN ROAD, ANANDAPURA CIRCLE",,BLU02169ALCWO,09 Aug 2026,13.019,77.703,srimanjunathanethralaya@gmail.com,9008384417,0,Buliding Area(sq.ft):,,2
396,ABHAYA PSYCHIATRIC REHABILITATION CENTRE,Allied Health Professional Centre,Allopathy,"ANNAPPA NAGAR, HARADY, SALIKERI POST, BRAHMAVARA UDUPI",UDUPI,UDP00145ALAHC,24 Jun 2026,13.4266,74.7191,baligahospital@gmail.com,9242124621,0,4000,2500,1
397,Sandesha S Health Clinic,Health Check-up Centre,Ayurveda,"Somayaji House., Ground floor., Jodumarga., BC Road.,",,DKA00416AYHCC,28 Mar 2026,12.9012,75.0412,drsandesh.shetty17@gmail.com,9740665526,0,415,415,5
398,SRI CHAMUNDESHWARI NURSING HOME,Hospital (Level 1B),Allopathy,"# 605, COLLEGE ROAD, BEHIND ANATHALAYA POST OFFICE MYSORE - 570024",MYSORE,MYS00115ALH1B,31 Aug 2026,12.31,76.65,drabhilashj@gmail.com,9900161001,10,Buliding Area(sq.ft):,,3
399,vijaya nethralaya,Hospital (Level 1A),Allopathy,"behind madhura bakery, M G road, Tumakuru",TUMAKURU,TMK00538ALH1A,29 Jan 2028,13.3710,76.6413,drbalakrishnabn@yahoo.co.in,8123243959,10,1600,1300,2
400,Sri Banadeshwar Hi Tech Lab & Scanning Centre,Diagnostic Imaging Centre,Allopathy,Opp New Bus Stand Yadagir,,YDR00124ALDIC,22 Sep 2026,16.7626,77.1442,nijapanchal@gmail.com,9920285686,0,2400,,1
401,SRI SIDDHARTHA MEDICAL COLLEGE & HOSPITAL,Hospital (Level 4)(Teaching),Allopathy,"AGALAKOTE, B.H. ROAD, TUMKUR",,TMK01074ALHL4,24 Jul 2030,13.3439486,77.0591447,Phone:,9886994146,950,788400,30000,5
403,MALLESHWARA CLINIC,Clinic/Polyclinic Only Consultation,Ayurveda,"# 1 , PARVATHINAGAR BUS STOP , LAGGERE MAIN ROAD , BANGALORE -58",BANGALORE,BLU03540AYCOC,01 Aug 2027,12.56,77.45,mallikarjuna6862@gmail.com,9740756862,0,Buliding Area(sq.ft):,,1
405,SUMA CLINIC,Clinic/Polyclinic with Dispensary,Ayurveda,"Someshwarapura, Near Devalapura, Sutttur Road, Mysore Taluk",MYSORE,MYS01676AYCWD,22 Jun 2030,12.20737,76.69764,drsathishgi@yahoo.com,9964290369,0,Buliding Area(sq.ft):,,3
406,SANJEEVINI HOSPITAL,Hospital (Level 1A),Allopathy,"NO SIC AND SID, S NIJALINGAPPA EXTENSION , NEAR RING ROAD, DAVANAGERE",DAVANAGERE,DVG00201ALH1A,23 Aug 2026,14.46,75.92,gmgmanjulam@gmail.com,9164566612,50,12000,0,1
407,VIVEKANANDA HOSPITAL,Hospital (Level 1B),Allopathy,"BEHIND BHIDE COMPLEX,POST ROAD SANKESHWAR",,BLG00401ALH1B,17 Sep 2026,16.258734,74.483413,drrameshdm@gmail.com,8861113161,25,3500,6000,3
408,MEDICAL CHAMBERS,Clinic/Polyclinic Only Consultation,Allopathy,"DON BOSCO HALL CROSS ROAD, KUDUMBI GARDENS, BALMATTA",,DKA00478ALCOC,25 Jun 2026,12.48,74.18,sricharankn@gmail.com,9886628401,0,Buliding Area(sq.ft):,,5
409,ASHRAYA CLINIC,Clinic/Polyclinic Only Consultation,Allopathy,"T G SATHYANARAYAN COMPLEX, BALAJI RAO ROAD, VADDARABANDRA, BALLARI",BALLARI,BEL00194ALCOC,28 May 2026,15.14214,76.92895,dr.ashraf.vims@gmail.com,9663515305,0,Buliding Area(sq.ft):,,6
410,Dr Shivs Ortho and Trauma Care,Clinic/Polyclinic with Observation,Allopathy,Near Kedar Gas Agency Bangarpet Circle Kolar,KOLAR,KLR00094ALCWO,16 Feb 2027,13.1362,78.1291,shivsprasadsv@gmail.com,7676420143,0,Buliding Area(sq.ft):,,3
411,Dr. Lal Pathlabs Limited,Medical Diagnostic Laboratory,Allopathy,"#33/81, 2nd floor, College road, Belagavi , 590001",BELAGAVI,BLG00311ALMDL,25 Jul 2026,15.86,74.505,ggfinancials1@gmail.com,8853449333,0,Buliding Area(sq.ft):,,1
412,Siri Ayurveda Chikitsalaya,Clinic/Polyclinic with Dispensary,Ayurveda,Dr. Vanishree Aithal Siri Ayurveda Chikitsalaya,,UDP00808AYCWD,23 Aug 2027,13.497662,74.7063821,aithal.vanishree@gmail.com,7506392677,0,Buliding Area(sq.ft):,,5
413,SRINIVASA CLINIC,Clinic/Polyclinic Only Consultation,Allopathy,"OLD KACHERI STREET, BALLARI",BALLARI,BEL00513ALCOC,31 Jul 2028,15.08209,76.55329,drmgrbly@gmail.com,9448831870,0,Buliding Area(sq.ft):,,6
414,ASSISI HOSPITAL,Hospital (Level 1B),Allopathy,ASSISI HOSPITAL GUNDALPET,,CNR00012ALH1B,26 Jul 2026,11.8342114,76.6774896,ASSISIHOSPITALGPET@GMAIL.COM,8884008824,35,304920,16424,3
415,Manthale Dental Clinic,Dental Lab or Clinic,Allopathy,Main road Haralayya circle,,BDR00134ALDEN,12 Jun 2027,17.8626631,76.9482791,manthale.ramesh44@gmail.com,9035557001,0,250,300,1
416,ASHWINI CLINIC,Clinic/Polyclinic Only Consultation,Allopathy,NEHARU CHOWK CHITGUPPA,,BDR00032ALCOC,07 Feb 2026,17.699200,77.213997,dr.korwar@gmail.com,9448109681,0,120,120,5
417,SARATHY CLINIC,Clinic/Polyclinic Only Consultation,Allopathy,"NO.520,8TH MAIN ROAD ,HMT LAYOUT 2ND BLOCK VIDYARANYAPURA BENGALURU",BENGALURU,BLU05717ALCOC,17 Oct 2028,13.07924,77.55970,Phone:,0,0,Buliding Area(sq.ft):,280,6
418,St.Marys Hospital,Hospital (Level 1A),Allopathy,GONIKOPPA ROAD,,MYS00141ALH1A,20 Sep 2026,12.32686,76.09834,stmaryshospitalppatna@gmail.com,9844940439,30,121968,10886,1
419,East Side Medical Centre,Clinic/Polyclinic Only Consultation,Allopathy,"#1551,south end road,9th Block East,Jayanagar",,BLU09311ALCOC,13 Oct 2029,12.97,77.59,swapnajaswanth@gmail.com,7676835127,0,1200,800,3
420,V CARE LABORATORIES,Medical Diagnostic Laboratory,Allopathy,"GROUND FLOOR, MOTI CITY BUILDING, SCHOOL ROAD, VITTAL",,DKA00084ALMDL,09 Nov 2025,12.763150,75.1012102,vcarevittal@gmail.com,8431989890,0,220,,5
421,HEALTH CARE CLINIC,Clinic/Polyclinic Only Consultation,Ayurveda,AT. POST. KANDAGOOL CROSS TQ.CHITTAPUR. DIST.KALABURAGI-585211,KALABURAGI,GLB01062AYCOC,16 May 2029,17.44,77.06,ullasgca48@gmail.com,8884147482,0,800,600,6
422,NAGURI MEDICARE LABORATORY,Medical Diagnostic Laboratory,Allopathy,"CHIRAG BALLAL SANIL PLAZA, SHOP NO.8, NAGORI, MANGALORE",MANGALORE,DKA00668ALMDL,15 Mar 2027,12.870369,74.877727,nagurimedicare21@gmail.com,9900491409,0,Buliding Area(sq.ft):,207,1
423,Spandana Health Care Center,Clinic/Polyclinic with Diagnostic Support,Allopathy,"3rd Main,Ashokanagar,Tumkur",,TMK00191ALCDS,29 Jul 2026,13.335395,77.118183,puttaraj69@yahoo.com,9845266248,0,2000,800,3
424,LEELAVATHI MATERNITY CLINIC,Clinic/Polyclinic Only Consultation,Allopathy,"DOOR NO 133/50 WARD NO. 17 SHOP NO 1, SIRIJA TOWERS, KOLACHALAM COMPOUND",,BEL00094ALCOC,21 Jan 2026,15.145767,76.929579,lakshmimedicalsag@gmail.com,9886935321,0,Buliding Area(sq.ft):,,5
425,Medcycle Healthcare Clinic,Clinic/Polyclinic Only Consultation,Allopathy,"#236, 1st Main, 5th cross, Jnanabharathi 1st Block BDA Layout, RVCE Post",,BLU01676ALCOC,20 Mar 2026,12.9278,77.4923,medcyclehealthcare@gmail.com,9449765314,0,800,340,6
426,SRL LIMITED,Medical Diagnostic Laboratory,Allopathy,"#275,/19, Corporation Division, No.60, 37th ‘B’ Cross,28th Main Road, Jayanagar 9th Block, Bangalore - 560061",BANGALORE,BLU01899ALMDL,05 May 2026,12.9308,77.5838,ranjith.sequeira@srl.in,9663299962,0,Buliding Area(sq.ft):,,1
427,DEVI CLINIC,Clinic/Polyclinic Only Consultation,Ayurveda,"DEVI CLINIC, Krishnareddy Building, Bhavani Road, Hebbagodi, Bommasandra-Post, Anekal-Taluk, Bangalore -560099",BANGALORE,BLU02051AYCOC,05 Jul 2026,12.826052,77.680961,drsantoshv77@gmail.com,9980908882,0,180,280,3
428,Shree Vishwa Vande Dental Clinic,Dental Lab or Clinic,Allopathy,"#UGF:24-25,Above Hubli Scan center, Eur",HUBLI,DWR00150ALDEN,12 Jan 2026,15.353556,75.138767,drbasu78@gmail.com,7899582038,0,Buliding Area(sq.ft):,,5
429,A R GASTRO AND LIVER CENTRE,Clinic/Polyclinic Only Consultation,Allopathy,"WARD NO 18, PLOT NO 28, TALUR ROAD, PARVATHI NAGAR, BALLARI",BALLARI,BEL00185ALCOC,16 Apr 2026,15.15451,76.92862,mannile123@gmail.com,8197643564,0,Buliding Area(sq.ft):,,6
430,SRL LIMITED,Medical Diagnostic Laboratory,Allopathy,"#10, New No.32, 59th Cross, 3rd Block, Rajajinagar, Bangalore - 560010",BANGALORE,BLU01897ALMDL,05 May 2026,12.9982,77.5530,ranjith.sequeira@srl.in,9663299962,0,Buliding Area(sq.ft):,,1
431,Shree Raghavendra kids clinic,Clinic/Polyclinic Only Consultation,Allopathy,No 17 KANAKA COMPLEX B R Double Road Opp JSS College Chamarajanagar,,CNR00009ALCOC,26 Jul 2026,11.55,76.57,drvasanth1986@gmail.com,8618197314,0,336,294,3
432,SHRI BASAVA CLINIC,Clinic/Polyclinic Only Consultation,Homeopathy,"B A Patil Complex, Azad Road, Tq. Annigeri, Dist. Dharwad.",DHARWAD,DWR01431HOCOC,14 Oct 2030,15.429605,74.738944,Phone:,9535648472,0,Buliding Area(sq.ft):,,5
433,KALYAN CLINIC,Clinic/Polyclinic Only Consultation,Ayurveda,"N.H-66, Near Baneshwar Tiles, Prabhu Complex, Honnavar, Uttara-Kannada Dist.",,UKA00070AYCOC,27 Oct 2026,14.2822023,74.4521744,asquare.mahesh@gmail.com,9620480526,0,250,820,6
434,DR.Y.P.VITTAL ENT CLINIC,Clinic/Polyclinic Only Consultation,Allopathy,"140, KALAMMA STREET, BALLARI",BALLARI,BEL00197ALCOC,28 May 2026,15.140734,76.926159,Phone:,9448077112,0,1477,1477,1
435,SRI VINAYAKA CLINIC,Clinic/Polyclinic Only Consultation,Ayurveda,"#43/4, Kasinagar Circle, Yelachenahalli, Kanakapura Road, Bangaluru - 560078",,BLU02239AYCOC,23 Aug 2026,12.90,77.57,drsanthosh2013@gmail.com,9886140154,0,Buliding Area(sq.ft):,,3
436,SHARADA HEALTH CARE CENTER,Hospital (Level 1A),Allopathy,"# 1320, 2 ND CROSS, NEHRU NAGARA MANDYA",MANDYA,MAN00015ALH1A,30 Dec 2025,12.5218,76.8951,sureshbet64@gmail.com,9448042522,15,Buliding Area(sq.ft):,,5
437,JEEVANAJYOTI HEART AND BRAIN CLINIC,Clinic/Polyclinic with Diagnostic Support,Allopathy,"GODBOLE MALA, MEENAKSHI CHOWK, VIJAYAPURA",VIJAYAPURA,BIJ00196ALCDS,02 Apr 2026,13.29,77.80,docmad04@gmail.com,9636490060,0,1300,1200,6
438,SKANDA HEALTH CARE,Clinic/Polyclinic with Diagnostic Support,Allopathy,"NO.297, CAUVERY KRUPA ,15TH CROSS,100 FEET RING ROAD,15TH MAIN , J P NAGAR 5TH PHASE ,BENGALORE-560078",,BLU01872ALCDS,30 Apr 2026,12.90,77.58,dramulyar@gmail.com,9902567306,0,Buliding Area(sq.ft):,,1
439,Manjunath Clinic,Medical Diagnostic Laboratory,Allopathy,"# 272 , 4th Cross, Guru Raja Layout, 9th Main Rd, BSK Stage II, Bengaluru, 560028",BENGALURU,BLU02163ALMDL,03 Aug 2026,12.56,77.25,msyarashi@gmail.com,9880353637,0,Buliding Area(sq.ft):,,3
440,Samruddhi Polyclinic and Diagnostics,Clinic/Polyclinic with Diagnostic Support,Allopathy,Opposite to Municipality office Harapanahalli,,BEL00187ALCDS,16 Apr 2026,14.786574,75.986739,samruddhipolyclinic@gmail.com,9686855501,0,1500,1050,6
441,SHRI DANESHWARI CLINIC,Clinic/Polyclinic Only Consultation,Ayurveda,KATKOL,,BLG02143AYCOC,19 Jun 2029,16.00205,75.1421,docpanchuchulakimath@gmail.com,7624920799,0,534,450,5
444,SNEHA CLINIC,Clinic/Polyclinic Only Consultation,Ayurveda,"NO 153/2A , CHINNAPPA BUILDING , TIRUPALYA ROAD , VINAYAKA NAGAR , HEBBAGODI , BOMMASANDRA POST , ANEKAL TALUK , BANGALORE 560099",BANGALORE,BLU05094AYCOC,24 Jul 2028,12.98,77.85,snehaclinichebba@gmail.com,9845808056,0,Buliding Area(sq.ft):,,3
445,WCPM Occupational Health Center,Health Check-up Centre,Allopathy,"Bangur Nagar, DANDELI",,UKA00037ALHCC,07 Jul 2026,15.2497,74.6174,wcpm.medical@westcoastpaper.com,9916910444,0,Buliding Area(sq.ft):,,5
446,SRI SAI FOUNDATION,Hospital (Level 1A),Allopathy,"#Site No.109 And 110, Formed In Sy.No. 267 And 173, Chokkanahalli Village, Chokkanahalli Layout, Near Water Tank, Bagalur Post, Benagaluru",,BLU00615ALH1A,30 Aug 2025,12.49,77.52,srisaifoundation@gmail.com,9980362070,25,Buliding Area(sq.ft):,,6
447,SHREE CHAITANYA CLINIC,Clinic/Polyclinic Only Consultation,Ayurveda,"MUNISWAMAPPA LAYOUT, GOPALAPPA STREET,1ST CROSS, HUSKUR ROAD, HOSUR MAIN ROAD, ELECTRONIC CITY POST, BANGALORE-560100",BANGALORE,BLU02052AYCOC,05 Jul 2026,12.84,77.65,srikanthkulkarni456@gmail.com,8553331203,0,Buliding Area(sq.ft):,,3
448,KAMATH CLINIC,Clinic/Polyclinic Only Consultation,Allopathy,"Shop No.9, 1st Floor, Madhura Plaza, Opp. Mahalaxmi Temple, Dajibanpeth Road, Hubballi.",,DWR00217ALCOC,01 Mar 2026,15.349728,75.139421,drbbjayashankara@gmail.com,9845326142,0,Buliding Area(sq.ft):,,5
449,AYUSHMAN SPECIALITY CLINIC,Clinic/Polyclinic Only Consultation,Allopathy,"LG-09, Revankar Complex, Vivekananda Hospital Road, Deshpande Nagar, Near Court Circle, Hubballi.",,DWR00059ALCOC,03 Oct 2025,15.353710,75.139736,ayushmanclinic02@gmail.com,7625069944,0,600,480,7
450,SMILE CARE DENTAL CLINIC,Dental Lab or Clinic,Allopathy,"No. 46, Gangondanahalli Main Road",,BLU12599ALDEN,12 Nov 2030,13.025420,77.467537,Phone:,9448250411,0,Buliding Area(sq.ft):,,6
451,AROORS CLINIC,Clinic/Polyclinic with Dispensary,Allopathy,185/4A Mudar Village Bajegoli,,UDP00226ALCWD,29 Jul 2026,13.209205,75.0655487,avkrao54@gmail.com,9448166232,0,Buliding Area(sq.ft):,,3
452,VIVEKANANDA HEALTHCARE SOLUTIONS ANNAPURNA HOSPITAL,Hospital (Level 1A),Allopathy,"3630B/14,MOLADI PLOT, HUKKERI ROAD SANKESHWAR..",,BLG00108ALH1A,11 Jan 2026,16.2560,74.4824,Phone:,9986514524,27,3500,6000,5
453,N V HOSPITAL,Hospital (Level 1A),Allopathy,Electronic city phase 2.Govindha shetty palya.Konappana Agrahara,,BLU02202ALH1A,16 Aug 2026,13.0804,77.6528,Venkatranjith@gmail.com,8971067173,7,1300,1200,3
