data_type,district_id,district_name,district_iso_code,state,state_iso_code,facility_type,facility_name,latitude,longitude,phone,address,specialization,degree,council,system_of_medicine,description
HEALTHCARE_FACILITY,,DAVANAGERE,,KARNATAKA,29,HOSPITAL,Mruthyunjaya Memorial Eye Hospital,14.4601268,75.9161979,,577002,,,,,"OSM ID: 6938253706, Type: node"
HEALTHCARE_FACILITY,,DAVANAGERE,,KARNATAKA,29,CLINIC,My Heart Care Clinic,14.4596131,75.9163635,,577002,,,,,"OSM ID: 7566600651, Type: node"
HEALTHCARE_FACILITY,,DAVANAGERE,,KARNATAKA,29,DENTIST,Nadigar Dental Clinic,14.477697,75.927329,,577001,,,,,"OSM ID: 7566600741, Type: node"
HEALTHCARE_FACILITY,,DAVANAGERE,,KARNATAKA,29,CLINIC,Nagarathna Danta Chikitsalaya,14.469815,75.924562,,577001,,,,,"OSM ID: 7566600737, Type: node"
HEALTHCARE_FACILITY,,DAVANAGERE,,KARNATAKA,29,HOSPITAL,Nandi Hospital,14.45961,75.9168269,,577002,,,,,"OSM ID: 6939234028, Type: node"
HEALTHCARE_FACILITY,,DAVANAGERE,,KARNATAKA,29,CLINIC,Nandini IVF Clinic and Child Health Centre,14.4596415,75.914983,,577002,,,,,"OSM ID: 7566600660, Type: node"
HEALTHCARE_FACILITY,,DAVANAGERE,,KARNATAKA,29,CLINIC,Narvekar Speciality Clinic,14.4588999,75.9129829,,577004,,,,,"OSM ID: 7566600677, Type: node"
HEALTHCARE_FACILITY,,DAVANAGERE,,KARNATAKA,29,DENTIST,New Dental Centre,14.450595,75.91606,,577005,,,,,"OSM ID: 7566600746, Type: node"
HEALTHCARE_FACILITY,,DAVANAGERE,,KARNATAKA,29,CLINIC,Nirmala Health Centre,14.4689856,75.9266136,,577001,,,,,"OSM ID: 7566600665, Type: node"
HEALTHCARE_FACILITY,,DAVANAGERE,,KARNATAKA,29,HOSPITAL,Nirmala Nursing Home,14.5161543,76.3243905,,,,,,,"OSM ID: 8188037614, Type: node"
HEALTHCARE_FACILITY,,DAVANAGERE,,KARNATAKA,29,UNKNOWN,Nyamathi CHC,14.149335,75.569666,08188-165252,577223,,,,,"OSM ID: 7202876210, Type: node"
HEALTHCARE_FACILITY,,DAVANAGERE,,KARNATAKA,29,HOSPITAL,OBG & Paediatrics Block,,,,"Shamanur Road, Davanagere, 577004",,,,,"OSM ID: 255992728, Type: way"
HEALTHCARE_FACILITY,,DAVANAGERE,,KARNATAKA,29,UNKNOWN,PHC,14.4469955,76.0085879,,577512,,,,,"OSM ID: 7205339629, Type: node"
HEALTHCARE_FACILITY,,DAVANAGERE,,KARNATAKA,29,UNKNOWN,PHC Arasapura,14.542183,75.901336,,577589,,,,,"OSM ID: 7205339770, Type: node"
HEALTHCARE_FACILITY,,DAVANAGERE,,KARNATAKA,29,UNKNOWN,PHC Belludi,14.4596696,75.7838838,,577601,,,,,"OSM ID: 7205339634, Type: node"
HEALTHCARE_FACILITY,,DAVANAGERE,,KARNATAKA,29,UNKNOWN,PHC Bhanuvalli,14.435753,75.762206,,577601,,,,,"OSM ID: 7205339626, Type: node"
HEALTHCARE_FACILITY,,DAVANAGERE,,KARNATAKA,29,UNKNOWN,PHC Bilchodu,14.4958647,76.1603501,,577553,,,,,"OSM ID: 7205339646, Type: node"
HEALTHCARE_FACILITY,,DAVANAGERE,,KARNATAKA,29,UNKNOWN,PHC Doddabathi,14.488568,75.849408,,577566,,,,,"OSM ID: 7205339721, Type: node"
HEALTHCARE_FACILITY,,DAVANAGERE,,KARNATAKA,29,UNKNOWN,"PHC, Alur",14.5087878,76.0169253,,577512,,,,,"OSM ID: 7205339609, Type: node"
HEALTHCARE_FACILITY,,DAVANAGERE,,KARNATAKA,29,UNKNOWN,"PHC, Anagodu",14.394897,76.041456,,577556,,,,,"OSM ID: 7205339619, Type: node"
HEALTHCARE_FACILITY,,DAVANAGERE,,KARNATAKA,29,UNKNOWN,"PHC, Anaji",14.4822835,76.0771485,,577512,,,,,"OSM ID: 7205339603, Type: node"
HEALTHCARE_FACILITY,,DAVANAGERE,,KARNATAKA,29,UNKNOWN,"PHC, Arabagatte",14.1944987,75.6293036,08188-291414,577230,,,,,"OSM ID: 7202876289, Type: node"
HEALTHCARE_FACILITY,,DAVANAGERE,,KARNATAKA,29,UNKNOWN,"PHC, Devarabelakere",14.396543,75.8330023,,577004,,,,,"OSM ID: 7205339657, Type: node"
HEALTHCARE_FACILITY,,DAVANAGERE,,KARNATAKA,29,UNKNOWN,"PHC, Goppenahalli",13.957391,76.012676,,577215,,,,,"OSM ID: 7202876284, Type: node"
HEALTHCARE_FACILITY,,DAVANAGERE,,KARNATAKA,29,UNKNOWN,"PHC, Hebbalagere",14.0253441,76.0203678,08189-247229,577215,,,,,"OSM ID: 7202876298, Type: node"
HEALTHCARE_FACILITY,,DAVANAGERE,,KARNATAKA,29,UNKNOWN,"PHC, Hirekogaluru",14.1997045,75.9506305,,577552,,,,,"OSM ID: 7202876294, Type: node"
HEALTHCARE_FACILITY,,DAVANAGERE,,KARNATAKA,29,UNKNOWN,"PHC, Nallur",14.088628,75.8767882,,577221,,,,,"OSM ID: 7202876304, Type: node"
HEALTHCARE_FACILITY,,DAVANAGERE,,KARNATAKA,29,UNKNOWN,"PHC, Sasvehalli",14.1549971,75.717568,08188-263866,577224,,,,,"OSM ID: 7202876143, Type: node"
HEALTHCARE_FACILITY,,DAVANAGERE,,KARNATAKA,29,UNKNOWN,"PHC, Tavarekere",13.8558637,75.9609474,,562130,,,,,"OSM ID: 7202876313, Type: node"
HEALTHCARE_FACILITY,,DAVANAGERE,,KARNATAKA,29,UNKNOWN,Pandomatti PHC,13.9659,75.97942,,577213,,,,,"OSM ID: 7202876148, Type: node"
HEALTHCARE_FACILITY,,DAVANAGERE,,KARNATAKA,29,CLINIC,Patil Nursing Home,14.4726342,75.9256433,,577001,,,,,"OSM ID: 7566600714, Type: node"
HEALTHCARE_FACILITY,,DAVANAGERE,,KARNATAKA,29,CLINIC,Phoenix Clinic,14.4567452,75.9217838,,577002,,,,,"OSM ID: 7566600686, Type: node"
HEALTHCARE_FACILITY,,DAVANAGERE,,KARNATAKA,29,HOSPITAL,Pooja Children Hospital,14.459934,75.9180854,,577002,,,,,"OSM ID: 7566600667, Type: node"
HEALTHCARE_FACILITY,,DAVANAGERE,,KARNATAKA,29,CLINIC,Poornima Clinic,14.4726513,75.9252228,,577001,,,,,"OSM ID: 7566600659, Type: node"
HEALTHCARE_FACILITY,,DAVANAGERE,,KARNATAKA,29,HOSPITAL,Primary Health Center,14.4826798,76.0249289,,,,,,,"OSM ID: 8188037631, Type: node"
HEALTHCARE_FACILITY,,DAVANAGERE,,KARNATAKA,29,HOSPITAL,Primary Health Centre,14.4971974,76.1185106,,,,,,,"OSM ID: 8188037626, Type: node"
HEALTHCARE_FACILITY,,DAVANAGERE,,KARNATAKA,29,HOSPITAL,Puranthara Hospital,14.458196,75.9123098,,577004,,,,,"OSM ID: 7566600724, Type: node"
HEALTHCARE_FACILITY,,DAVANAGERE,,KARNATAKA,29,HOSPITAL,Puttur Nature Cure Hospital,14.4578955,75.9214894,,577002,,,,,"OSM ID: 7566600732, Type: node"
HEALTHCARE_FACILITY,,DAVANAGERE,,KARNATAKA,29,CLINIC,Raghavendra Nursing Home and Poly Clinic,14.4693589,75.9236007,,577001,,,,,"OSM ID: 7566600675, Type: node"
HEALTHCARE_FACILITY,,DAVANAGERE,,KARNATAKA,29,HOSPITAL,Ramakrishna Nursing Home,14.4635501,75.9140335,,,,,,,"OSM ID: 1471724072, Type: node"
HEALTHCARE_FACILITY,,DAVANAGERE,,KARNATAKA,29,CLINIC,"Ravi Nursing Home, Davangere",14.4697481,75.9246522,,577001,,,,,"OSM ID: 6939225753, Type: node"
HEALTHCARE_FACILITY,,DAVANAGERE,,KARNATAKA,29,CLINIC,Reddy Clinic,14.467679,75.911067,,577001,,,,,"OSM ID: 7566600652, Type: node"
HEALTHCARE_FACILITY,,DAVANAGERE,,KARNATAKA,29,DENTIST,SS Dental Care,14.4535824,75.9136985,,577004,,,,,"OSM ID: 7566600721, Type: node"
HEALTHCARE_FACILITY,,DAVANAGERE,,KARNATAKA,29,HOSPITAL,SS Medical College & Hospital,,,,,,,,,"OSM ID: 171518644, Type: way"
HEALTHCARE_FACILITY,,DAVANAGERE,,KARNATAKA,29,CLINIC,Sai Balaji Speciality Clinic,14.461229,75.9097838,,577002,,,,,"OSM ID: 7566600656, Type: node"
HEALTHCARE_FACILITY,,DAVANAGERE,,KARNATAKA,29,HOSPITAL,Sanjeevini Hospital,14.4581818,75.9032079,,,,,,,"OSM ID: 8188037648, Type: node"
HEALTHCARE_FACILITY,,DAVANAGERE,,KARNATAKA,29,HOSPITAL,Sanjeevini Hospital (Karnataka),14.4581348,75.9124804,,577004,,,,,"OSM ID: 6948190778, Type: node"
HEALTHCARE_FACILITY,,DAVANAGERE,,KARNATAKA,29,CLINIC,Sarkhazi Clinic,14.4758249,75.9257147,,577001,,,,,"OSM ID: 7566600753, Type: node"
HEALTHCARE_FACILITY,,DAVANAGERE,,KARNATAKA,29,UNKNOWN,Savalanga PHC,14.103716,75.5225503,08188-244514,577225,,,,,"OSM ID: 7202876170, Type: node"
HEALTHCARE_FACILITY,,DAVANAGERE,,KARNATAKA,29,HOSPITAL,Shilpa Diagnostics Pvt Ltd,14.4547837,75.9127531,,577004,,,,,"OSM ID: 2459118045, Type: node"
HEALTHCARE_FACILITY,,DAVANAGERE,,KARNATAKA,29,HOSPITAL,Shiva Prakash Memorial Hospital,14.458265,75.918722,,577002,,,,,"OSM ID: 7566600693, Type: node"
HEALTHCARE_FACILITY,,DAVANAGERE,,KARNATAKA,29,HOSPITAL,Shivaprakash Memorial Hospital,14.4578361,75.9188774,,577004,,,,,"OSM ID: 6947707794, Type: node"
HEALTHCARE_FACILITY,,DAVANAGERE,,KARNATAKA,29,CLINIC,Shivendra Clinic,14.4657893,75.9024447,,"Davangere, Karnataka, India, Davanagere, 577004",,,,,"OSM ID: 7566600661, Type: node"
HEALTHCARE_FACILITY,,DAVANAGERE,,KARNATAKA,29,CLINIC,Sindhu Speciality Centre,14.459392,75.9150716,,577002,,,,,"OSM ID: 7566600672, Type: node"
HEALTHCARE_FACILITY,,DAVANAGERE,,KARNATAKA,29,CLINIC,Sneha Heart Centre,14.459657,75.916815,,577002,,,,,"OSM ID: 7566600730, Type: node"
HEALTHCARE_FACILITY,,DAVANAGERE,,KARNATAKA,29,HOSPITAL,Sneha Speciality & Dental Centre,14.4605005,75.9172934,,577002,,,,,"OSM ID: 7566600734, Type: node"
HEALTHCARE_FACILITY,,DAVANAGERE,,KARNATAKA,29,UNKNOWN,Sokke PHC,14.678961,76.256176,,577528,,,,,"OSM ID: 7205339675, Type: node"
HEALTHCARE_FACILITY,,DAVANAGERE,,KARNATAKA,29,HOSPITAL,Soukhyada Hospital,14.4575421,75.9071994,,577004,,,,,"OSM ID: 7566600733, Type: node"
HEALTHCARE_FACILITY,,DAVANAGERE,,KARNATAKA,29,CLINIC,Spandana Urology Centre,14.4623809,75.9145351,,577002,,,,,"OSM ID: 7566600687, Type: node"
HEALTHCARE_FACILITY,,DAVANAGERE,,KARNATAKA,29,CLINIC,Speciality Care Centre,14.461676,75.9169511,,577002,,,,,"OSM ID: 7566600731, Type: node"
HEALTHCARE_FACILITY,,DAVANAGERE,,KARNATAKA,29,HOSPITAL,Sri Gurunath Hospital,14.4703623,75.9251967,,577001,,,,,"OSM ID: 6939172844, Type: node"
HEALTHCARE_FACILITY,,DAVANAGERE,,KARNATAKA,29,CLINIC,Sri Ramakrishna Nursing Home,14.4615605,75.9259665,,577002,,,,,"OSM ID: 6939307164, Type: node"
HEALTHCARE_FACILITY,,DAVANAGERE,,KARNATAKA,29,HOSPITAL,Suchetana Hospital,14.4590496,75.9177288,,577002,,,,,"OSM ID: 6948424466, Type: node"
HEALTHCARE_FACILITY,,DAVANAGERE,,KARNATAKA,29,CLINIC,Sujan Gastroenterology & Maternity Centre,14.4532302,75.9118742,,577004,,,,,"OSM ID: 7566600751, Type: node"
HEALTHCARE_FACILITY,,DAVANAGERE,,KARNATAKA,29,HOSPITAL,Sukshema Hospital,,,,"Shamanur Road, Davanagere, 577004",,,,,"OSM ID: 606434746, Type: way"
HEALTHCARE_FACILITY,,DAVANAGERE,,KARNATAKA,29,HOSPITAL,Surabhi Hospital,14.456277,75.913396,,577004,,,,,"OSM ID: 7566600691, Type: node"
HEALTHCARE_FACILITY,,DAVANAGERE,,KARNATAKA,29,CLINIC,Susruta Eye Clinic And Laser Centre,14.4633526,75.9168577,,577002,,,,,"OSM ID: 6939257269, Type: node"
HEALTHCARE_FACILITY,,DAVANAGERE,,KARNATAKA,29,UNKNOWN,Tanigere PHC,14.2362737,75.9947587,,577552,,,,,"OSM ID: 7202876231, Type: node"
HEALTHCARE_FACILITY,,DAVANAGERE,,KARNATAKA,29,CLINIC,Tapovana Nature Cure Hospital,14.4874044,75.8499089,,,,,,,"OSM ID: 1474221495, Type: node"
HEALTHCARE_FACILITY,,DAVANAGERE,,KARNATAKA,29,UNKNOWN,Thyavanige PHC,14.2504284,75.884254,,577544,,,,,"OSM ID: 7202876197, Type: node"
HEALTHCARE_FACILITY,,DAVANAGERE,,KARNATAKA,29,UNKNOWN,Tolahunase PHC,14.411851,75.956955,,577002,,,,,"OSM ID: 7205339620, Type: node"
HEALTHCARE_FACILITY,,DAVANAGERE,,KARNATAKA,29,CLINIC,Unity Health Centre,14.464356,75.917225,,577002,,,,,"OSM ID: 7566600699, Type: node"
HEALTHCARE_FACILITY,,DAVANAGERE,,KARNATAKA,29,HOSPITAL,Unnamed,14.4590162,75.913709,,,,,,,"OSM ID: 1789405002, Type: node"
HEALTHCARE_FACILITY,,DAVANAGERE,,KARNATAKA,29,HOSPITAL,Unnamed,14.4747491,75.9263113,,,,,,,"OSM ID: 2633546828, Type: node"
HEALTHCARE_FACILITY,,DAVANAGERE,,KARNATAKA,29,PHARMACY,Unnamed,14.4584918,75.9304068,,,,,,,"OSM ID: 2713515759, Type: node"
HEALTHCARE_FACILITY,,DAVANAGERE,,KARNATAKA,29,PHARMACY,Unnamed,14.4588484,75.9183672,,,,,,,"OSM ID: 3127537669, Type: node"
HEALTHCARE_FACILITY,,DAVANAGERE,,KARNATAKA,29,PHARMACY,Unnamed,14.4587212,75.9177261,,,,,,,"OSM ID: 3127543461, Type: node"
HEALTHCARE_FACILITY,,DAVANAGERE,,KARNATAKA,29,UNKNOWN,Urban Primary Health Centre Azad Nagar,14.4776421,75.9253197,,577001,,,,,"OSM ID: 7205339715, Type: node"
HEALTHCARE_FACILITY,,DAVANAGERE,,KARNATAKA,29,UNKNOWN,Urban Primary Health Centre Bharath Colony,14.4672736,75.9318544,,577001,,,,,"OSM ID: 7205339753, Type: node"
HEALTHCARE_FACILITY,,DAVANAGERE,,KARNATAKA,29,HOSPITAL,"Vasan Eye Care Hospital, Davangere",14.4587386,75.9188882,,577002,,,,,"OSM ID: 6947600196, Type: node"
HEALTHCARE_FACILITY,,DAVANAGERE,,KARNATAKA,29,CLINIC,Veda Maternal and Child Health Centre,14.4545433,75.911435,,577004,,,,,"OSM ID: 7566600708, Type: node"
HEALTHCARE_FACILITY,,DAVANAGERE,,KARNATAKA,29,HOSPITAL,Veterinary Hospital,14.4682353,75.9150644,,,,,,,"OSM ID: 2459798102, Type: node"
HEALTHCARE_FACILITY,,DAVANAGERE,,KARNATAKA,29,HOSPITAL,Veterinary Hospital,14.3772575,76.0974901,,,,,,,"OSM ID: 8188037698, Type: node"
HEALTHCARE_FACILITY,,DAVANAGERE,,KARNATAKA,29,HOSPITAL,Vidyasagar Hospital,14.4514406,75.9151551,,577005,,,,,"OSM ID: 7566600716, Type: node"
HEALTHCARE_FACILITY,,DAVANAGERE,,KARNATAKA,29,HOSPITAL,"Vinayaka Hospital, Davangere",14.4606723,75.9120257,,577004,,,,,"OSM ID: 6939237968, Type: node"
HEALTHCARE_FACILITY,,DAVANAGERE,,KARNATAKA,29,HOSPITAL,Vishwaradhya Cancer Hospital,14.4322216,75.9625003,,,,,,,"OSM ID: 1822746318, Type: node"
HEALTHCARE_FACILITY,,DAVANAGERE,,KARNATAKA,29,HOSPITAL,Women & Children Hospital,,,,"Islam Pete, Davanagere, 577001",,,,,"OSM ID: 257908072, Type: way"
HEALTHCARE_FACILITY,,DAVANAGERE,,KARNATAKA,29,HOSPITAL,Zareen Hospital,14.4676228,75.9172676,,577001,,,,,"OSM ID: 7566600729, Type: node"
HEALTHCARE_FACILITY,278,DHARWAD,536,KARNATAKA,29,DENTIST,ABC Dental Clinic,15.4536372,75.0094037,,580001,,,,,"OSM ID: 7568266662, Type: node"
HEALTHCARE_FACILITY,278,DHARWAD,536,KARNATAKA,29,HOSPITAL,Aditya Bone Care Neuro Research Foundation,15.3608003,75.1214111,,,,,,,"OSM ID: 8188037276, Type: node"
HEALTHCARE_FACILITY,278,DHARWAD,536,KARNATAKA,29,HOSPITAL,Alocare Children Hospital,15.4611217,75.0092103,,580008,,,,,"OSM ID: 7568266719, Type: node"
HEALTHCARE_FACILITY,278,DHARWAD,536,KARNATAKA,29,HOSPITAL,Amarjyothi Hospital,15.4688149,75.0114258,,580001,,,,,"OSM ID: 7213514093, Type: node"
HEALTHCARE_FACILITY,278,DHARWAD,536,KARNATAKA,29,HOSPITAL,Amarjyothi Hospital,15.468856,75.011467,,580001,,,,,"OSM ID: 7568266731, Type: node"
HEALTHCARE_FACILITY,278,DHARWAD,536,KARNATAKA,29,HOSPITAL,Amogh Health Center,15.3692523,75.1181765,,,,,,,"OSM ID: 4375715062, Type: node"
HEALTHCARE_FACILITY,278,DHARWAD,536,KARNATAKA,29,HOSPITAL,Amruth Nursing Home,,,,,,,,,"OSM ID: 454432849, Type: way"
HEALTHCARE_FACILITY,278,DHARWAD,536,KARNATAKA,29,HOSPITAL,Anjuman Hospital and Research Centre,15.3479533,75.145205,,580020,,,,,"OSM ID: 6945074974, Type: node"
HEALTHCARE_FACILITY,278,DHARWAD,536,KARNATAKA,29,DENTIST,Archana Dental Clinic,15.4532047,75.0101648,,580001,,,,,"OSM ID: 7568266651, Type: node"
HEALTHCARE_FACILITY,278,DHARWAD,536,KARNATAKA,29,HOSPITAL,Arya Hospital,15.4498152,75.0102863,,580002,,,,,"OSM ID: 7568266724, Type: node"
HEALTHCARE_FACILITY,278,DHARWAD,536,KARNATAKA,29,HOSPITAL,Ashwini Clinic,15.3730291,75.1176367,,,,,,,"OSM ID: 2314254676, Type: node"
HEALTHCARE_FACILITY,278,DHARWAD,536,KARNATAKA,29,CLINIC,Ashwini Speciality Clinic,15.4558706,75.0113766,,580001,,,,,"OSM ID: 7568266643, Type: node"
HEALTHCARE_FACILITY,278,DHARWAD,536,KARNATAKA,29,CLINIC,Astha Women's Centre,15.4611927,75.0116033,,,,,,,"OSM ID: 7568266695, Type: node"
HEALTHCARE_FACILITY,278,DHARWAD,536,KARNATAKA,29,CLINIC,Bapuji Clinic,15.4604339,75.0159778,,580001,,,,,"OSM ID: 7568266723, Type: node"
HEALTHCARE_FACILITY,278,DHARWAD,536,KARNATAKA,29,HOSPITAL,C B Sindhur Hospital,,,,,,,,,"OSM ID: 439894577, Type: way"
HEALTHCARE_FACILITY,278,DHARWAD,536,KARNATAKA,29,HOSPITAL,Chaitanya Hospital,15.3581722,75.1348409,,,,,,,"OSM ID: 8188037280, Type: node"
HEALTHCARE_FACILITY,278,DHARWAD,536,KARNATAKA,29,CLINIC,Chetana ENT Clinic,15.4585681,75.0115996,,580001,,,,,"OSM ID: 7568266646, Type: node"
HEALTHCARE_FACILITY,278,DHARWAD,536,KARNATAKA,29,HOSPITAL,Chitaguppa Hospital,15.3522604,75.1411364,8362358922,580023,,,,,"OSM ID: 6950343668, Type: node"
HEALTHCARE_FACILITY,278,DHARWAD,536,KARNATAKA,29,CLINIC,City Clinic Hubli,15.3493206,75.1402434,,580020,,,,,"OSM ID: 6947003701, Type: node"
HEALTHCARE_FACILITY,278,DHARWAD,536,KARNATAKA,29,HOSPITAL,City Orthopaedic Hospital,15.458435,74.995892,,580001,,,,,"OSM ID: 7568266654, Type: node"
HEALTHCARE_FACILITY,278,DHARWAD,536,KARNATAKA,29,HOSPITAL,Co-operative Hospital,15.3471801,75.1437022,,,,,,,"OSM ID: 7192707930, Type: node"
HEALTHCARE_FACILITY,278,DHARWAD,536,KARNATAKA,29,HOSPITAL,Co-operative Hospital,,,,,,,,,"OSM ID: 770591863, Type: way"
HEALTHCARE_FACILITY,278,DHARWAD,536,KARNATAKA,29,HOSPITAL,Community Health Center Kundagol,,,,,,,,,"OSM ID: 285368224, Type: way"
HEALTHCARE_FACILITY,278,DHARWAD,536,KARNATAKA,29,HOSPITAL,Day Case Children For Children,15.3538687,75.1402067,,580020,,,,,"OSM ID: 6948286626, Type: node"
HEALTHCARE_FACILITY,278,DHARWAD,536,KARNATAKA,29,HOSPITAL,Department of Pediatrics,,,,,,,,,"OSM ID: 145574890, Type: way"
HEALTHCARE_FACILITY,278,DHARWAD,536,KARNATAKA,29,HOSPITAL,Department of Psychiatry,,,,,,,,,"OSM ID: 122622936, Type: way"
HEALTHCARE_FACILITY,278,DHARWAD,536,KARNATAKA,29,HOSPITAL,Dharwad Institute of Mental Healthand Neurosciences,,,,,,,,,"OSM ID: 358129426, Type: way"
HEALTHCARE_FACILITY,278,DHARWAD,536,KARNATAKA,29,HOSPITAL,District Government Hospital Dharwad,,,,580008,,,,,"OSM ID: 1148582725, Type: way"
HEALTHCARE_FACILITY,278,DHARWAD,536,KARNATAKA,29,HOSPITAL,"District Hospital, Dharwad",15.4436571,75.0080157,8362748374,580007,,,,,"OSM ID: 7205430794, Type: node"
HEALTHCARE_FACILITY,278,DHARWAD,536,KARNATAKA,29,HOSPITAL,Diwakar Orthopaedic Hospital and Trauma Centre,15.3633078,75.1500396,,580023,,,,,"OSM ID: 6945655757, Type: node"
HEALTHCARE_FACILITY,278,DHARWAD,536,KARNATAKA,29,HOSPITAL,Dr Gokavi Maternity and General Hospital,15.3487422,75.1361592,,580029,,,,,"OSM ID: 6944292506, Type: node"
HEALTHCARE_FACILITY,278,DHARWAD,536,KARNATAKA,29,CLINIC,Dr Joshi Nursing Home,15.3321334,75.1289803,,580024,,,,,"OSM ID: 6948184838, Type: node"
HEALTHCARE_FACILITY,278,DHARWAD,536,KARNATAKA,29,HOSPITAL,Dr Kalsoor Hospital,15.393504,75.0800863,,580025,,,,,"OSM ID: 6944239606, Type: node"
HEALTHCARE_FACILITY,278,DHARWAD,536,KARNATAKA,29,CLINIC,Dr R B Patil Nursing Home,15.358589,75.1264054,,580021,,,,,"OSM ID: 6944883622, Type: node"
HEALTHCARE_FACILITY,278,DHARWAD,536,KARNATAKA,29,CLINIC,Dr Shridhar Clinic,15.3992506,75.0883384,,,,,,,"OSM ID: 8187986028, Type: node"
HEALTHCARE_FACILITY,278,DHARWAD,536,KARNATAKA,29,DOCTORS,Dr. Anuradha Mirajkar,15.4586857,74.9995321,,580008,,,,,"OSM ID: 7568266711, Type: node"
HEALTHCARE_FACILITY,278,DHARWAD,536,KARNATAKA,29,DOCTORS,Dr. Ashok Jadhav,15.4662035,75.0102542,,580008,,,,,"OSM ID: 7568266655, Type: node"
HEALTHCARE_FACILITY,278,DHARWAD,536,KARNATAKA,29,HOSPITAL,Dr. Bijapur Hospital,15.3393257,75.1275976,,580020,,,,,"OSM ID: 6945545547, Type: node"
HEALTHCARE_FACILITY,278,DHARWAD,536,KARNATAKA,29,HOSPITAL,Dr. Dambal Nursing Home,15.1833643,74.9727208,,,,,,,"OSM ID: 8188037399, Type: node"
HEALTHCARE_FACILITY,278,DHARWAD,536,KARNATAKA,29,HOSPITAL,Dr. Ghanti Hospital,15.3548205,75.131515,,580021,,,,,"OSM ID: 6938704030, Type: node"
HEALTHCARE_FACILITY,278,DHARWAD,536,KARNATAKA,29,HOSPITAL,Dr. K H Jituri Hospital,,,,580021,,,,,"OSM ID: 388062043, Type: way"
HEALTHCARE_FACILITY,278,DHARWAD,536,KARNATAKA,29,CLINIC,Dr. Karlwad Clinic,15.4600839,74.9868259,,580008,,,,,"OSM ID: 7568266644, Type: node"
HEALTHCARE_FACILITY,278,DHARWAD,536,KARNATAKA,29,CLINIC,Dr. Kazi Skin Clinic,15.4693175,74.9934626,,580008,,,,,"OSM ID: 7568266721, Type: node"
HEALTHCARE_FACILITY,278,DHARWAD,536,KARNATAKA,29,DENTIST,Dr. Kidiyoor Orthodontic and Dental Clinic,15.4597491,75.0139001,,580001,,,,,"OSM ID: 7568266700, Type: node"
HEALTHCARE_FACILITY,278,DHARWAD,536,KARNATAKA,29,CLINIC,Dr. M M Joshi Eye Institute,,,,580021,,,,,"OSM ID: 388061994, Type: way"
HEALTHCARE_FACILITY,278,DHARWAD,536,KARNATAKA,29,CLINIC,Dr. Mahesh Patil Clinic,15.455039,74.989399,,580007,,,,,"OSM ID: 7568266658, Type: node"
HEALTHCARE_FACILITY,278,DHARWAD,536,KARNATAKA,29,CLINIC,Dr. Managutti Clinic,15.4617711,75.0183367,,580001,,,,,"OSM ID: 7568266637, Type: node"
HEALTHCARE_FACILITY,278,DHARWAD,536,KARNATAKA,29,CLINIC,Dr. Nilakanta Patil Nursing Home,15.4647647,75.0110079,,580008,,,,,"OSM ID: 7568266705, Type: node"
HEALTHCARE_FACILITY,278,DHARWAD,536,KARNATAKA,29,CLINIC,Dr. Prabhu's ENT Care Centre.,15.459926,74.993097,,580008,,,,,"OSM ID: 7568266704, Type: node"
HEALTHCARE_FACILITY,278,DHARWAD,536,KARNATAKA,29,CLINIC,Dr. Prakash Ramangoudar Clinic,15.4679174,75.0179969,,580001,,,,,"OSM ID: 7568266712, Type: node"
HEALTHCARE_FACILITY,278,DHARWAD,536,KARNATAKA,29,CLINIC,Dr. Roopa's Health Clinic,15.4685351,75.0220957,,580001,,,,,"OSM ID: 7568266671, Type: node"
HEALTHCARE_FACILITY,278,DHARWAD,536,KARNATAKA,29,CLINIC,Dr. S. R. Ramanagoudar Clinic,15.461028,75.011411,,580001,,,,,"OSM ID: 7568266729, Type: node"
HEALTHCARE_FACILITY,278,DHARWAD,536,KARNATAKA,29,DOCTORS,Dr. Sameer Naik,15.4518595,74.9843796,,580007,,,,,"OSM ID: 7568266672, Type: node"
HEALTHCARE_FACILITY,278,DHARWAD,536,KARNATAKA,29,DOCTORS,Dr. Satish Kanniah,15.4476908,74.9898795,,580001,,,,,"OSM ID: 7568266678, Type: node"
HEALTHCARE_FACILITY,278,DHARWAD,536,KARNATAKA,29,CLINIC,Dr. Shiddhanti Clinic,15.467338,75.003892,,580008,,,,,"OSM ID: 7568266732, Type: node"
HEALTHCARE_FACILITY,278,DHARWAD,536,KARNATAKA,29,DOCTORS,Dr. Shreekant Pai,15.457826,75.011835,,580001,,,,,"OSM ID: 7568266692, Type: node"
HEALTHCARE_FACILITY,278,DHARWAD,536,KARNATAKA,29,DOCTORS,Dr. Smt. S.R. Deshpande,15.4509075,74.9927785,,580001,,,,,"OSM ID: 7568266650, Type: node"
HEALTHCARE_FACILITY,278,DHARWAD,536,KARNATAKA,29,DENTIST,Dr. Tippeswamy's Dental Clinic,15.4540215,75.0100966,,580001,,,,,"OSM ID: 7568266664, Type: node"
HEALTHCARE_FACILITY,278,DHARWAD,536,KARNATAKA,29,HOSPITAL,"Dr. V.G.Nadagouda, clinic",15.3579525,75.1381774,,,,,,,"OSM ID: 5568647321, Type: node"
HEALTHCARE_FACILITY,278,DHARWAD,536,KARNATAKA,29,HOSPITAL,Dr.S.R. Ramanagoudar Hospital,15.4671103,75.0083456,,580001,,,,,"OSM ID: 6947003700, Type: node"
